id,createdUTC,text,stance,children,imgId
866,1633671785,Phizer protection drops to 20% 4 months after 2nd dose. 900k people study in Qatar. How could we possibly be forcing people to get this dud of a vaccine?,against,"['866-11', '866-68', '866-112', '866-125']",866
873,1732027577,It’s sad how much anti vaxxers have dominated medical discourse recently.,none,"['873-4', '873-27', '873-92', '873-101', '873-231']",873
876,1640221321,"Devout Tennessee man thinks the government can mandate forced childbirth, but not a vaccine. Has some more hospital time to noodle on that one",against,"['876-7', '876-15', '876-90']",876
884,1654472085,"Top Minds of r/BannedForLife want to shoot mythical people that would force them to get vaccinated, as well as commit acts of terrorism against Australia",against,"['884-2', '884-4', '884-59', '884-70', '884-74']",884
887,1635633765,COVID vaccine mandate just decimated the Seattle police force -- Seattleites will now experience life without a fully functioning police force.,against,['887-83'],887
894,1660570354,"For a year now, my crazy anti-vax MAGA mother-in-law has been trying to convince us that the vaccine has made my wife infertile. Today my wife left this on her mother's counter next to a copy of her vaccine card and left.",against,"['894-203', '894-265', '894-389']",894
905,1638833101,"Tough girl A, 50, compares COVID vaccines with the Nuremberg Laws; threatens to shoot Dr. Fauci. Continues to shitpost even after a friend dies from COVID. Goes to hospital after Invermectin regimen fails. No updates since 11/25. GFM has been activated. (Reposted with better redactions)",against,"['905-46', '905-59', '905-256', '905-288']",905
907,1634055566,There are no vaccine mandate LAWS.,none,"['907-2', '907-51', '907-56', '907-62', '907-112', '907-169', '907-178', '907-274', '907-289', '907-356', '907-432']",907
917,1422370996,"Anti-vaccination group encourages parents in Australia to join fake church to avoid ""no jab, no play"" childcare laws",none,"['917-1', '917-17', '917-19', '917-47', '917-73', '917-85', '917-110', '917-124', '917-145', '917-163', '917-174', '917-179', '917-197', '917-227', '917-254', '917-261', '917-270', '917-271', '917-291', '917-320', '917-347', '917-362', '917-374', '917-420', '917-442', '917-468']",917
935,1659966553,"🇨🇷 Newly Elected President of Costa Rica: ""As of today… any action taken against anyone who does not want to be vaccinated is an action that is against the law.”",favor,['935-42'],935
973,1678860051,"""There's a federal law: 'You cannot give an emergency use authorization to a vaccine if there is any medication approved shown effective against the target disease.' So if anybody had admitted that HCQ or IVM are effective against Covid the mRNA ""vaccine"" would have been illegal.",against,"['973-4', '973-8']",973
1027,1622232936,"Employers Can Require Covid-19 Vaccine Under Federal Law, New Guidance States",favor,['1027-76'],1027
4,1598731444,"Portugal to make Covid vaccine free, universal and perhaps even mandatory.",favor,"['4-11', '4-25', '4-54', '4-91', '4-97', '4-104', '4-143', '4-329', '4-340', '4-398']",4
7,1583097354,A law requiring mandatory measles vaccinations for kindergartens and schools came into force on Sunday in Germany. Parents can be fined thousands of euros if they violate the law.,none,"['7-2', '7-7', '7-16', '7-30', '7-76', '7-146', '7-160', '7-182', '7-208', '7-209', '7-267', '7-294', '7-315', '7-364']",7
18,1499267305,France to make vaccination mandatory from 2018 as it is 'unacceptable children are still dying of measles',favor,"['18-2', '18-17', '18-30', '18-128', '18-135', '18-146', '18-207', '18-217', '18-230', '18-249', '18-330', '18-389', '18-390', '18-427', '18-472']",18
22,1737639841,Trump REVOKES Biden Executive Order that had lifted the mandatory vaccination requirements of federal workers. WTF 😳,favor,"['22-5', '22-56', '22-85', '22-102', '22-117', '22-119', '22-130', '22-135', '22-149', '22-151', '22-218', '22-279', '22-343', '22-371', '22-377', '22-405']",22
23,1542994553,"Medical experts, not politicians, should decide whether vaccination should be mandatory or not - EU health Commissioner",favor,"['23-12', '23-26', '23-50', '23-59', '23-145', '23-146', '23-147', '23-176', '23-184', '23-219', '23-243', '23-252', '23-259', '23-263', '23-279', '23-319', '23-337']",23
38,1617673277,Some Venues Consider Making Vaccinations Mandatory for Admission,favor,"['38-14', '38-18', '38-34', '38-73', '38-92', '38-113', '38-117', '38-125', '38-138', '38-200', '38-234', '38-249', '38-274', '38-288', '38-319', '38-328', '38-389', '38-390', '38-466']",38
41,1625702819,Pentagon considering mandatory COVID-19 vaccines,favor,"['41-12', '41-75', '41-112', '41-257']",41
42,1633560665,Kentucky State Senate candidate and anti-mandatory vaccination activist allegedly dies from covid complications.,against,"['42-1', '42-2', '42-4', '42-114', '42-180', '42-181', '42-184']",42
47,1533644714,US no longer only rich nation run by scientific illiterates: Italy Senate overturns mandatory vaccination law,favor,"['47-3', '47-36', '47-93', '47-96', '47-281', '47-300', '47-346', '47-351', '47-378', '47-380', '47-388', '47-401', '47-403', '47-419', '47-437', '47-442', '47-444']",47
54,1550865600,Strong majority of Canadians support mandatory vaccinations for children entering school: poll,against,"['54-6', '54-54', '54-83', '54-85', '54-109', '54-128', '54-153', '54-154', '54-159', '54-225', '54-228', '54-264', '54-324']",54
57,1584572669,"Bill Gates' AMA: Mandatory microchip implants coming to ""mark the vaccinated"".",favor,"['57-8', '57-19', '57-21', '57-50', '57-239', '57-302', '57-358', '57-402']",57
59,1633929475,"New Zealand makes Covid-19 vaccinations mandatory for teachers, healthcare workers",none,['59-103'],59
62,1630696992,'The governor has abandoned his duties' | Texas education official calls for mandatory COVID vaccines,against,"['62-4', '62-44']",62
69,1631126495,"Support for mandatory proof-of-vaccination grows, seven-in-ten Canadians now support it in public spaces",none,"['69-43', '69-56', '69-64', '69-122', '69-151', '69-191', '69-195', '69-249', '69-368']",69
83,1642858700,Mandatory trucker vaccination leaves shelves empty in some stores,favor,"['83-20', '83-53', '83-110', '83-180', '83-187', '83-226', '83-296', '83-349', '83-356', '83-364', '83-401', '83-465']",83
92,1589398326,"72% of Canadians support mandatory coronavirus vaccine, Ipsos poll suggests",none,"['92-1', '92-8', '92-14', '92-20', '92-28', '92-29', '92-60', '92-83', '92-91', '92-99', '92-100', '92-116', '92-132', '92-143', '92-161', '92-171', '92-185', '92-204', '92-314', '92-352', '92-410']",92
96,1634774406,"Woolworths to make vaccination mandatory for its 170,000 staff members",against,"['96-28', '96-33', '96-42', '96-50', '96-64', '96-110', '96-144', '96-156', '96-188', '96-234', '96-238']",96
117,1631291528,"So, let me get this straight. One of the largest government agencies, which has by far the most physical interaction with the general public, is exempt from the Federal mandatory vaccination order?",favor,"['117-8', '117-20', '117-64', '117-167', '117-187']",117
134,1630277525,"Thousands march in Montreal against mandatory vaccines for health workers, vaccination passport",favor,"['134-59', '134-69', '134-75', '134-79', '134-101', '134-166', '134-167', '134-179', '134-181', '134-230', '134-251', '134-259', '134-263', '134-264', '134-266', '134-279', '134-313', '134-317', '134-318', '134-326', '134-333', '134-354', '134-391', '134-399', '134-403', '134-414', '134-417', '134-428', '134-435', '134-456']",134
138,1621455229,COVID-19 vaccinations will be mandatory for all Penn health system employees,favor,"['138-10', '138-33', '138-103', '138-128', '138-198', '138-208', '138-254']",138
141,1597151328,Should Ontario make a COVID-19 vaccine mandatory?,against,"['141-1', '141-4', '141-7', '141-16', '141-19', '141-36', '141-50', '141-60', '141-61', '141-63', '141-93', '141-95', '141-99', '141-103', '141-130', '141-131', '141-165', '141-172', '141-182', '141-194', '141-200', '141-206', '141-223', '141-230', '141-233', '141-271', '141-285', '141-335', '141-345', '141-354', '141-367', '141-380', '141-400', '141-406', '141-451', '141-456']",141
145,1630218048,"The South Australian Government have announced a COVID vaccination (one dose minimum) will be a mandatory requirement to enter SA from Victoria, NSW and the ACT, effective 24 September.",against,"['145-7', '145-13', '145-26', '145-53', '145-64', '145-107', '145-111', '145-129', '145-131', '145-161', '145-198', '145-226', '145-280']",145
146,1634699760,Mandatory COVID-19 vaccination policy for WA workforces,against,"['146-8', '146-15', '146-17', '146-65', '146-70', '146-86', '146-125', '146-140', '146-247', '146-254', '146-281', '146-291', '146-297', '146-325', '146-326', '146-366', '146-368', '146-421', '146-443', '146-451']",146
151,1586208677,Mandatory vaccines=mandatory rape,against,"['151-102', '151-112']",151
156,1563627233,Stop mandatory vaccine is a goldmine,against,"['156-2', '156-3', '156-5', '156-35', '156-62']",156
158,1629836587,The Toronto Police Association has just announced it's opposing the mandatory COVID-19 vaccinations announced today. https://t.co/PxxUeH1LpY,against,"['158-72', '158-121', '158-162']",158
161,1629115071,"Erin O'Toole opposes mandatory vaccination for federal public servants, travellers | CBC News",favor,"['161-6', '161-45', '161-107']",161
169,1687543576,"Handy Guide to the Future Implementation of ""Mandatory Vaccination""",favor,"['169-38', '169-57', '169-87']",169
193,1628434376,Pressure continues on Ford government for mandatory vaccine passports,against,"['193-2', '193-31', '193-55', '193-75', '193-136']",193
201,1653948646,WA's mandatory COVID-19 vaccination rules set to stay as experts see no reason to change,favor,"['201-36', '201-51', '201-88', '201-106', '201-161', '201-181', '201-214', '201-218', '201-219', '201-273']",201
225,1640618513,Fauci wants to “seriously” consider vaccine mandate for domestic flights,none,"['225-2', '225-6', '225-42', '225-75', '225-77', '225-99', '225-158', '225-163', '225-179', '225-186', '225-192', '225-199', '225-207', '225-226', '225-237', '225-280', '225-281', '225-364']",225
248,1629239114,Texas Governor Greg Abbott tests positive for Covid after having banned mask and vaccine mandates in Texas.,against,"['248-4', '248-29', '248-34', '248-221', '248-273', '248-291']",248
269,1642171040,"Every aspect of Canada's supply chain will be impacted by vaccine mandate for truckers, experts warn",against,"['269-5', '269-11', '269-13', '269-17', '269-23', '269-40', '269-225', '269-293', '269-295', '269-338', '269-386', '269-403']",269
290,1636474329,CA Police Officer dies of Covid-19 after failing to meet the vaccine mandate deadline,favor,"['290-2', '290-157', '290-216', '290-260', '290-262', '290-316', '290-440', '290-457']",290
319,1636026643,"Biden’s Workplace Vaccine Mandate Is Legal, Moral, and Wise",favor,"['319-28', '319-55', '319-136', '319-169', '319-170', '319-250', '319-275', '319-311', '319-342', '319-361', '319-447', '319-466']",319
333,1643490204,"Meanwhile in Canada, the Trucker Freedom Convoy “against vaccine mandates” is basically a far-right, anti-vaxx, QAnon, MAGA, white supremacist rally",favor,"['333-52', '333-160', '333-181', '333-293']",333
334,1625670701,Marjorie Taylor Greene compares Biden's vaccine push to Nazis weeks after apologizing for comparing mask mandates to the Holocaust,against,"['334-5', '334-12', '334-302', '334-407']",334
335,1647008662,"“Rockin’ Rona” is a proud Southerner who wants to defend himself against mandates, Antifa, and BLM. Unfortunately he did not let a vaccine help defend him against covid, and is scheduled to be taken off life support today. Please get the shot.",none,"['335-414', '335-446']",335
336,1631708190,Vaccine mandates were on the ballot in California—and they scored a huge victory,against,"['336-3', '336-5', '336-9', '336-28', '336-71', '336-88', '336-97', '336-107', '336-146', '336-187', '336-205', '336-297', '336-315', '336-339']",336
343,1741090134,"West Texans, Mennonites at center of measles outbreak choose medical freedom over vaccine mandates",none,"['343-47', '343-89', '343-128', '343-149', '343-160', '343-185']",343
354,1636842908,Judge denies L.A. police union’s request to block COVID vaccine mandate,none,"['354-11', '354-16', '354-44', '354-147']",354
367,1632852419,"State Police union says ‘dozens of troopers’ plan to resign due to vaccine mandate, but police spokesman says only one definitively has",favor,"['367-14', '367-140', '367-355']",367
368,1632057507,Fox News Poll: Majorities favor mask and vaccine mandates as pandemic worries increase,favor,"['368-5', '368-7', '368-11', '368-80', '368-87', '368-96', '368-136', '368-163']",368
373,1634033530,Greg Abbott's Vaccine mandate ban comes as Texas leads U.S. in daily COVID Deaths,against,"['373-17', '373-64', '373-294', '373-295', '373-338', '373-412', '373-428']",373
375,1631591010,Fauci says he 'would support' mandating COVID-19 vaccine for air travel,favor,"['375-12', '375-18', '375-19', '375-114', '375-149', '375-155', '375-179', '375-225', '375-331', '375-397']",375
376,1635944483,"Over 3 hours of testimony from individuals injured by the vaccine and medical experts on mandates, zero media coverage.",favor,"['376-85', '376-88', '376-121', '376-229', '376-231', '376-244', '376-246', '376-283', '376-286', '376-298', '376-299', '376-322', '376-340', '376-357', '376-387', '376-413', '376-423', '376-428', '376-439', '376-461']",376
387,1636849281,Hundreds of shoes and handwritten notes at a California school representing the children who will be leaving if the vaccine mandate becomes a requirement to attend school,against,"['387-15', '387-28', '387-42', '387-99', '387-147', '387-174', '387-317', '387-369', '387-425']",387
388,1634130158,American and Southwest Airlines reject the Texas order banning vaccine mandates.,favor,"['388-8', '388-13', '388-16', '388-33', '388-54', '388-58', '388-100', '388-120', '388-206', '388-213', '388-218', '388-235', '388-298', '388-310', '388-312', '388-316', '388-359', '388-367', '388-458']",388
393,1634154547,State Senator who had been a vocal opponent of mask and vaccine mandates forced to use a walker after spending a month on a ventilator.,favor,"['393-8', '393-10', '393-43', '393-246']",393
397,1641263020,"Kelly Ernby, deputy DA and former Assembly candidate, has died of COVID-19 complications at the age of 46. She spoke publicly against government mandates requiring people to get vaccinated against COVID-19, attending an anti-vaccine rally as recently as Dec 4, 2021.",favor,"['397-2', '397-3', '397-14', '397-34', '397-39', '397-42', '397-92', '397-156', '397-204', '397-253', '397-271', '397-307']",397
402,1630001749,"Wisconsin State Senator Who Opposed COVID Mask, Vaccine Mandates Has Virus, On Ventilator",none,"['402-21', '402-23', '402-153', '402-179', '402-207', '402-210', '402-303', '402-317']",402
405,1631324592,A nurse who works on a covid unit quitting nursing as a career because she won’t get vaccinated. Somehow the mandate is correlated to 9/11…anyone else confused ?,none,"['405-2', '405-3', '405-14', '405-22', '405-171', '405-246', '405-308', '405-344', '405-352', '405-372', '405-399', '405-415', '405-435']",405
419,1637839228,"Mrs. Purple is a healthcare worker who would rather jab Biden in the ass or lose her job than protect her family by getting vaccinated. Her husband, Mr. Red, stood for Medical Freedom and stopping the mandates. Now Mrs. Purple is sick, Mr. Red is dead, and she needs donations to lay him to rest.",against,"['419-5', '419-20', '419-169', '419-184', '419-222', '419-296', '419-297', '419-413']",419
429,1633994409,Greg Abbott has issued a new executive order prohibiting vaccine mandates by any entity,against,"['429-1', '429-3', '429-5', '429-95', '429-321', '429-326', '429-353', '429-368', '429-377']",429
435,1638762238,"Germany to make vaccination compulsory for people working in hospitals, nursing homes and other medical practices, says incoming SPD government",none,"['435-5', '435-46', '435-76', '435-81', '435-83', '435-146', '435-185', '435-193']",435
436,1666660203,"A woman holds in her hands a 2011 newspaper which says in black and white that Bill Gates is going to start “Depopulation through compulsory vaccination”, as it will be the “zero carbon solution.”",favor,"['436-4', '436-78', '436-116', '436-128', '436-134', '436-193', '436-202', '436-211', '436-246', '436-247', '436-263', '436-278', '436-280', '436-288', '436-298', '436-309', '436-317', '436-324', '436-340', '436-343', '436-344', '436-346', '436-361', '436-364', '436-369', '436-378', '436-383', '436-391', '436-392', '436-400', '436-425', '436-432', '436-440', '436-442', '436-446', '436-449', '436-450']",436
442,1573824648,"Germany passes law making measles vaccination compulsory for children. Teachers and hospital staff must also be immunised, law says.",favor,"['442-30', '442-41', '442-42', '442-50', '442-63', '442-64']",442
464,1585913108,Countries with compulsory TB vaccine BCG like India are showing fewer Covid-19 deaths,favor,"['464-2', '464-5', '464-6', '464-7', '464-8', '464-11', '464-13', '464-22', '464-28', '464-33', '464-35', '464-36', '464-37', '464-40', '464-49', '464-65', '464-68', '464-69', '464-72', '464-80', '464-91', '464-99', '464-114', '464-116', '464-118', '464-122']",464
466,1614152054,Spain's Galicia to make Covid vaccine compulsory and fine those who refuse it up to €60K,favor,"['466-3', '466-7', '466-36', '466-40', '466-41', '466-69', '466-73', '466-77', '466-80', '466-83', '466-95', '466-98', '466-104', '466-116', '466-121', '466-123', '466-130']",466
483,1739411081,"We want ""conscientious exemptions"" to vaccination requirements",favor,"['483-5', '483-7', '483-19', '483-155', '483-156', '483-162', '483-163', '483-167', '483-170', '483-172', '483-179', '483-180', '483-182', '483-187', '483-202', '483-220', '483-243', '483-253', '483-304', '483-369', '483-405']",483
502,1660324740,"Twitch: We’ve heard from many of you that you want a safer TwitchCon, so we’re updating our policy. Masks will be required indoors, as well as either proof of vaccination or a negative covid test.",favor,"['502-11', '502-68', '502-110', '502-134', '502-143', '502-179', '502-202', '502-213', '502-291', '502-323']",502
505,1628872326,"Federal government to require vaccinations for all federal public servants, air and train passengers | CBC News",favor,"['505-5', '505-12', '505-16', '505-34', '505-65', '505-69', '505-98', '505-118', '505-128', '505-141', '505-160', '505-174', '505-177', '505-195', '505-254', '505-295', '505-317', '505-330', '505-339', '505-341', '505-347', '505-358', '505-388', '505-429', '505-448', '505-452']",505
509,1640013321,"Wu: Boston to require vaccination proof for indoor dining, fitness venues, theaters, sports events starting January 15th",favor,"['509-13', '509-15', '509-64', '509-98', '509-168', '509-215', '509-271', '509-358', '509-361', '509-378', '509-463']",509
521,1619778909,100 U.S. Colleges Will Require Vaccinations for Fall Enrollment,against,"['521-15', '521-50', '521-105', '521-106', '521-111', '521-133', '521-139', '521-152', '521-168', '521-210', '521-225', '521-226', '521-237', '521-252', '521-253', '521-319', '521-320', '521-465']",521
524,1617502076,"First Ivy League, Cornell University requires students to be vaccinated for fall classes.",against,"['524-2', '524-11', '524-39', '524-65', '524-87', '524-107', '524-135', '524-157', '524-216']",524
545,1630160733,"Disney cruises joins others, requires vaccine passports. Drop your deadly fight, Gov. DeSantis | Editorial",favor,"['545-6', '545-19', '545-69', '545-73', '545-77', '545-90', '545-156', '545-178', '545-182', '545-186', '545-288', '545-405']",545
549,1630852304,"England to require COVID-19 vaccine passports by the end of September, confirms Goverment",against,"['549-65', '549-69', '549-81', '549-105', '549-197', '549-217', '549-265', '549-339', '549-386']",549
556,1629991529,"Fans in attendance at the Donda LP3 will not be required to have taken the vaccine, but they will be on site for whoever wants in. Is Kanye doing a great thing?",favor,['556-398'],556
558,1674053787,DeSantis proposes policy permanently banning Covid-19 vaccine and mask requirements and other pandemic mitigation measures in Florida | CNN Politics,favor,"['558-16', '558-19', '558-94', '558-114', '558-126', '558-144', '558-153', '558-166', '558-174', '558-189', '558-198', '558-239']",558
562,1627676845,Walt Disney Company to Require All Employees to Get Vaccinated,favor,"['562-8', '562-28', '562-82', '562-89', '562-142', '562-150', '562-155', '562-157', '562-188', '562-219', '562-220', '562-272', '562-290', '562-320']",562
564,1633449739,"[Charania] Kyrie Irving did not attend Nets practice today, sources tell me and @Alex__Schiffer. Irving is currently ineligible for home games and practices because of NYC’s vaccination requirement.",favor,"['564-2', '564-3', '564-18', '564-66', '564-134', '564-138', '564-202']",564
565,1631451213,This is a tweet sent yesterday from Dr Robert Malone questioning vaccine requirements. Fun Fact: He was the inventor of mRNA vaccines and RNA as a drug.,against,"['565-5', '565-9', '565-83', '565-102', '565-103', '565-107', '565-125', '565-127', '565-186', '565-196', '565-206', '565-233', '565-316', '565-376', '565-400']",565
566,1641575712,"Quebec’s cannabis, liquor stores to require coronavirus vaccination proof",none,"['566-8', '566-11', '566-15', '566-22', '566-200', '566-236', '566-256', '566-406']",566
568,1628121066,"Netflix Requiring COVID-19 Vaccination for Employees, Visitors",none,"['568-2', '568-14', '568-115', '568-143', '568-150', '568-193', '568-205', '568-232', '568-321', '568-377', '568-381']",568
571,1597879455,"One State Is Requiring Its Students to Get Flu Vaccine by End of Year — and, Yes, It’s Legal",favor,"['571-4', '571-19', '571-107', '571-108', '571-116', '571-123', '571-129', '571-176', '571-199', '571-271', '571-280', '571-363', '571-367', '571-369', '571-373', '571-385', '571-402']",571
572,1674052377,DeSantis proposes policy permanently banning Covid-19 vaccine and mask requirements and other pandemic mitigation measures in Florida,favor,"['572-2', '572-9', '572-15', '572-16', '572-20', '572-23', '572-28', '572-39', '572-40', '572-43', '572-50', '572-53', '572-54', '572-57', '572-58', '572-70', '572-76', '572-82', '572-86', '572-100', '572-108', '572-124', '572-127', '572-131', '572-134', '572-136', '572-141', '572-154', '572-155', '572-173', '572-174', '572-187', '572-211', '572-214', '572-220', '572-225', '572-232', '572-233', '572-238', '572-259', '572-269', '572-327', '572-329', '572-351', '572-400']",572
576,1644255756,Anti-vax nurse (purple) declared she would not comply with her hospital's requirement that she get vaccinated. Purple proudly posted her handwritten letter demanding a religious exemption. That was the last thing purple posted before her pro-vax colleague announced Purple's death from covid.,favor,"['576-124', '576-125', '576-143', '576-162', '576-195', '576-389', '576-444']",576
588,1745410572,"Florida Doctors Aren't Treating Unvaccinated Kids, Surgeon General Says | ""We're in a new era,"" Florida Surgeon General Joseph Ladapo said Monday about doctors and vaccine requirements.",favor,"['588-15', '588-16', '588-17', '588-20', '588-27', '588-56', '588-63', '588-64', '588-65', '588-71', '588-79']",588
593,1641452150,Novak Djokovic's Australian visa was cancelled because he failed to meet the requirements for an exemption to COVID-19 vaccination rules. This is his dad's statement.,favor,"['593-10', '593-17', '593-36', '593-37', '593-41', '593-52', '593-68', '593-72', '593-79', '593-84', '593-86', '593-99', '593-153', '593-154', '593-168', '593-199', '593-202', '593-203', '593-236', '593-252', '593-254', '593-256', '593-273', '593-287', '593-301', '593-318', '593-321', '593-375']",593
611,1627559899,Biden shifts onus for pandemic onto the unvaccinated as he readies federal worker vaccine requirement,none,"['611-3', '611-6', '611-27', '611-28', '611-32', '611-45', '611-53', '611-56', '611-59', '611-70', '611-73', '611-126', '611-208', '611-216', '611-217', '611-225', '611-277', '611-294', '611-295', '611-298', '611-320', '611-326', '611-334', '611-335', '611-366', '611-387', '611-389']",611
612,1632150735,US to Require COVID-19 Vaccinations for Arriving International Travelers,none,"['612-3', '612-23', '612-27', '612-84', '612-124', '612-173', '612-189', '612-199', '612-245', '612-333', '612-366']",612
615,1627998511,New York City is expected to require proof of vaccination for indoor dining and fitness.,none,"['615-3', '615-15', '615-17', '615-20', '615-33', '615-83', '615-109', '615-132', '615-136', '615-157', '615-294', '615-358', '615-400', '615-451', '615-453']",615
620,1617133726,"Republican anger over ""vaccine passports"" ignores similar requirement already exists",favor,"['620-8', '620-14', '620-34', '620-80', '620-135', '620-136', '620-142', '620-165', '620-266', '620-313', '620-314', '620-357']",620
621,1636304554,"L.A. Movie Theaters, Restaurants Will Require Proof of COVID-19 Vaccination Starting Monday",against,"['621-44', '621-45', '621-68', '621-96', '621-150', '621-232', '621-269']",621
635,1634063216,Brooklyn Nets Won't Play Irving Until He Meets Vaccine Requirement,favor,"['635-35', '635-102', '635-227', '635-238', '635-282', '635-285']",635
644,1606157244,"Covid: Vaccination will be required to fly, says Qantas chief",favor,"['644-26', '644-63', '644-66', '644-87', '644-111', '644-120', '644-148', '644-173', '644-195', '644-202', '644-247', '644-250', '644-272', '644-276', '644-282', '644-295', '644-327', '644-345', '644-349', '644-386', '644-421', '644-436', '644-452']",644
646,1424983897,No more religious opt-out for vaccines: Law requiring California parents to vaccinate their children likely to pass -- It will eliminate the “personal belief” exception to California’s vaccination law,none,"['646-2', '646-6', '646-17', '646-29', '646-36', '646-42', '646-44', '646-65', '646-67', '646-95', '646-113', '646-131', '646-142', '646-146', '646-237', '646-257', '646-267', '646-357', '646-450']",646
651,1740379898,WV Senate approves bill loosening state’s vaccination requirements; bill now moves to the House • West Virginia Watch,favor,['651-1'],651
662,1629749431,"B.C. becomes second province to require proof of vaccination, starting Sept. 13 | Globalnews.ca",favor,"['662-1', '662-22', '662-31', '662-38', '662-41', '662-66', '662-91', '662-159', '662-165', '662-186', '662-192', '662-285', '662-302', '662-338', '662-361', '662-364', '662-397', '662-414', '662-467']",662
670,1631902116,'Tremendous hypocrisy': All the GOP governors banning COVID-19 vaccination mandates require other vaccines,favor,"['670-5', '670-33', '670-112', '670-174', '670-189', '670-196', '670-201']",670
675,1630497297,"Proof of vaccination will be required at movie theatres, gyms, restaurants in Ontario: sources",none,"['675-2', '675-6', '675-7', '675-14', '675-16', '675-43', '675-67', '675-89', '675-103', '675-111', '675-122', '675-157', '675-159', '675-173', '675-174', '675-186', '675-263', '675-268', '675-302', '675-322', '675-357', '675-373', '675-380', '675-389', '675-427']",675
681,1630622287,Proof of Covid-19 vaccination now required for entry at Mainstage,none,"['681-3', '681-7', '681-73', '681-125', '681-138', '681-219', '681-246', '681-257']",681
687,1629325580,"Washington State imposes the strictest school mandate in the U.S., requiring all teachers and staff to be vaccinated.",favor,"['687-103', '687-119', '687-144', '687-150']",687
690,1628615545,Fauci Says Teachers Should Be Required To Be Vaccinated,none,"['690-2', '690-8', '690-22', '690-35', '690-56', '690-59', '690-61', '690-92', '690-131', '690-144', '690-147', '690-159', '690-163']",690
691,1629228427,"[Johnston] The Maple Leafs and Raptors will require all fans, employees and event staff to provide proof of vaccination or a negative COVID-19 test in order to access Scotiabank Arena starting mid-September.",against,"['691-12', '691-121', '691-122', '691-123', '691-139']",691
694,1605172060,Ticketmaster may require proof of COVID-19 vaccination for future concerts,favor,"['694-24', '694-91', '694-101', '694-182', '694-196', '694-252', '694-274', '694-289', '694-330', '694-348', '694-357', '694-391', '694-394']",694
698,1631324779,"ESPN reporter quits over vaccine requirements. Pandemics silver linings, the gift that keeps giving",none,"['698-15', '698-21', '698-251', '698-294', '698-306']",698
711,1576549518,"Currently, some parents in New Jersey are fighting to reject a bill which would force parents to vaccinate their children if they want to send them to school. Pretty insane to me.",favor,"['711-3', '711-25', '711-267', '711-297', '711-307']",711
732,1678627786,But the vaccine wasnt forced on people,favor,"['732-4', '732-19', '732-114', '732-123', '732-133', '732-136', '732-182', '732-211', '732-234']",732
748,1637930321,Botswanan Covid Task Force finds new variant cases found only in fully vaccinated individuals.,favor,"['748-4', '748-29', '748-48', '748-132', '748-134', '748-195', '748-220', '748-313', '748-325', '748-339', '748-346', '748-347', '748-358', '748-359', '748-368', '748-373', '748-378', '748-392', '748-394', '748-409', '748-415']",748
750,1687868645,"I guess when my wife was one day from being fired from her job for not getting vaccinated, she wasn't being forced. She had a ""choice"" of unemployment as the alternative. Got it.",favor,"['750-5', '750-11', '750-14', '750-17', '750-49', '750-165', '750-173', '750-206', '750-322', '750-328', '750-345', '750-368', '750-405']",750
751,1619262686,Trump: ‘Nobody Should Be Forced to Get’ COVID-19 Vaccine,favor,"['751-7', '751-24', '751-29', '751-62', '751-107', '751-113', '751-131', '751-161', '751-222', '751-223', '751-225', '751-229', '751-273', '751-296', '751-349', '751-354', '751-429', '751-451']",751
767,1631841440,"Comedian and 'SNL' alum Jim Breuer cancels shows at venues requiring Covid vaccination. ""I know I’m going to sacrifice a lot of money, but I’m not going to be enslaved to the system or money."" He said patrons were being ""forced"" and ""bribed"" before they could attend. I honestly don’t care,"" he said.",against,[],767
776,1624288815,"NFL Wide Receiver Refuses Vaccine, Wants To ‘Represent’ Other Silent Players: ‘If I’m Forced Into Retirement, So Be It’ - Conservative News Daily",favor,"['776-28', '776-52', '776-97', '776-124', '776-134', '776-147', '776-313']",776
794,1604069468,"This is an Open Letter to U.S. President Donald Trump about the Global Reset Happening Now! Archbishop Carlo Maria Vigano writes on how there are Real Evils Plans in the works to control all Mankind through COVID-19, Forced Vaccinations and Suppressing Resistance as Conspiracy Theorists!!",against,"['794-2', '794-48', '794-114', '794-437']",794
800,1624107244,"So You're Swearing Off The Vaccination And State That the NFL Will Have to Force You Into Retirement If Need Be...? Sure We will Run the Story, But We Are Gonna Use The Most Unflattering Picture Of You We Can Find.",favor,"['800-30', '800-97', '800-105', '800-108', '800-159', '800-206']",800
813,1633617759,"Ontario doctor resigns over forced vaccines, says 80% of ER patients with mysterious issues had both shots",favor,"['813-15', '813-29', '813-59', '813-109', '813-120', '813-144']",813
818,1722597468,"New Zealand has legalized the use of physical force to vaccinate. They can tie you down on a bed and inject a barbaric cocktail into you. And you have no recourse when it harms you, because the manufacturers have immunity and the government aren’t breaking the law.",against,"['818-104', '818-138']",818
827,1701713149,Remember when the government and Universities forced you to take a experimental Vaccine with unknown side effects?,against,"['827-58', '827-185']",827
836,1678927417,No one forced you to get Vaccinated!,favor,"['836-10', '836-32', '836-148', '836-169']",836
838,1636053204,"Moderna Reports 'Obscene' Profits From Covid Vaccine Funded by US Taxpayers ""The U.S. must use its vast legal powers to force or compel Moderna to share the tech and help boost global production of the vaccine.""",against,"['838-8', '838-31', '838-41', '838-84', '838-93', '838-103', '838-111']",838
